STD_YM|GU_CD|DONG_CD|MCT_CAT_CD|DAY_CD|USE_CNT|USE_AMT
201606|65|102|02|03|20|116167989
201606|65|102|02|04|13|5897823
201606|65|102|02|05|23|57988798
201606|65|102|03|01|201|7170046
201606|65|102|03|02|211|14091318
201606|65|102|03|03|171|7924021
201606|65|102|03|04|168|7092596
201606|65|102|03|05|258|13733225
201606|65|102|03|06|179|6486221
201606|65|102|03|07|207|8900718
201606|65|102|04|01|6152|364745559
201606|65|102|04|02|5286|351295536
201606|65|102|04|03|5800|428672744
201606|65|102|04|04|7102|523658588
201606|65|102|04|05|7570|613445082
201606|65|102|04|06|6088|410026002
201606|65|102|04|07|7920|529898281
201606|65|102|05|01|601|34543635
201606|65|102|05|02|506|50224983
201606|65|102|05|03|771|89265900
201606|65|102|05|04|1141|139556523
201606|65|102|05|05|1075|128340888
201606|65|102|05|06|828|85528444
201606|65|102|05|07|872|80722420
201606|65|102|06|01|258|9150983
201606|65|102|06|02|337|16015157
201606|65|102|06|03|247|14993625
201606|65|102|06|04|306|16123362
201606|65|102|06|05|350|20046784
201606|65|102|06|06|225|7958498
201606|65|102|06|07|319|12288859
201606|65|102|07|01|34|30342208
201606|65|102|07|02|21|17569163
201606|65|102|07|03|48|19169749
201606|65|102|07|04|60|34822718
201606|65|102|07|05|18|6516193
201606|65|102|07|06|141|48069363
201606|65|102|07|07|59|29771749
201606|65|102|08|01|9752|471961950
201606|65|102|08|02|13661|755032196
201606|65|102|08|03|13734|728289107
201606|65|102|08|04|17152|920786115
201606|65|102|08|05|18044|954810549
201606|65|102|08|06|16600|885293210
201606|65|102|08|07|11865|585798852
201606|65|102|11|01|16507|163269040
201606|65|102|11|02|32674|387563999
201606|65|102|11|03|41552|437744197
201606|65|102|11|04|51690|587313503
201606|65|102|11|05|51149|563007774
201606|65|102|11|06|39097|412961566
201606|65|102|11|07|17091|194874275
201606|65|102|12|01|5|454619
201606|65|102|12|02|62|12261552
201606|65|102|12|03|80|17786357
201606|65|102|12|04|67|36548207
201606|65|102|12|05|106|56418363
201606|65|102|12|06|55|13387466
201606|65|102|12|07|50|8582093
201606|65|102|13|01|21624|841703576
201606|65|102|13|02|30877|1156165776
201606|65|102|13|03|28591|913506590
201606|65|102|13|04|33710|1106959012
201606|65|102|13|05|35136|1153238171
201606|65|102|13|06|30432|1124065250
201606|65|102|13|07|34752|1693352110
201606|65|102|15|01|33553|194243361
201606|65|102|15|02|56988|313872960
201606|65|102|15|03|67551|367096920
201606|65|102|15|04|82153|451164145
201606|65|102|15|05|82743|451546584
201606|65|102|15|06|65496|360140486
201606|65|102|15|07|39419|229687244
201606|65|102|16|01|2607|422311598
201606|65|102|16|02|1934|352792017
201606|65|102|16|03|1607|247005134
201606|65|102|16|04|1982|309082068
201606|65|102|16|05|2055|291520617
201606|65|102|16|06|2150|346650699
201606|65|102|16|07|2972|499828250
201606|65|102|17|02|5|31823
201606|65|102|17|03|36|4415307
201606|65|102|17|05|5|90924
201606|65|102|17|06|5|1013800
201606|65|102|17|07|5|1204740
201606|65|102|18|01|128|17512187
201606|65|102|18|02|236|40425117
201606|65|102|18|03|288|46223424
201606|65|102|18|04|379|79853222
201606|65|102|18|05|376|64165069
201606|65|102|18|06|299|37487402
201606|65|102|18|07|267|26022423
201606|65|102|19|01|247|33465123
201606|65|102|19|02|226|27497775
201606|65|102|19|03|247|23490752
201606|65|102|19|04|260|26602099
201606|65|102|19|05|234|35877326
201606|65|102|19|06|279|24352759
201606|65|102|19|07|414|43396028
201606|65|102|20|01|54|425247
201606|65|102|20|02|351|7508404
201606|65|102|20|03|407|16901440
201606|65|102|20|04|451|35831360
201606|65|102|20|05|590|39505726
201606|65|102|20|06|333|13577040
201606|65|102|20|07|230|5839341
201606|65|102|21|01|105|8541733
201606|65|102|21|02|2239|209807668
201606|65|102|21|03|2566|454479356
201606|65|102|21|04|3345|391699019
201606|65|102|21|05|3674|728161950
201606|65|102|21|06|2706|434046327
201606|65|102|21|07|680|24466442
201606|65|102|22|01|364|63138308
201606|65|102|22|02|732|130024531
201606|65|102|22|03|690|157348487
201606|65|102|22|04|940|258334095
201606|65|102|22|05|963|239958069
201606|65|102|22|06|741|168732244
201606|65|102|22|07|550|176178219
201606|65|102|23|01|86|3620052
201606|65|102|23|02|688|127071439
201606|65|102|23|03|875|100860324
201606|65|102|23|04|1148|141607737
201606|65|102|23|05|1010|134418194
201606|65|102|23|06|736|233453759
201606|65|102|23|07|316|38167479
201606|65|102|24|01|1342|39737156
201606|65|102|24|02|3583|404636867
201606|65|102|24|03|4137|558367415
201606|65|102|24|04|5412|552347554
201606|65|102|24|05|5145|557151494
201606|65|102|24|06|4004|426358553
201606|65|102|24|07|2612|324715202
201606|65|102|26|01|108|1303377
201606|65|102|26|02|4664|515980030
201606|65|102|26|03|5544|691415789
201606|65|102|26|04|5750|918923810
201606|65|102|26|05|5942|851353172
201606|65|102|26|06|5228|454196330
201606|65|102|26|07|2865|332676305
201606|65|102|27|01|1029|9366805
201606|65|102|27|02|6804|90032737
201606|65|102|27|03|7122|109823826
201606|65|102|27|04|7381|138558352
201606|65|102|27|05|7975|121801173
201606|65|102|27|06|7147|118987058
201606|65|102|27|07|4295|91458047
201606|65|102|28|01|1337|60554673
201606|65|102|28|02|1442|46650078
201606|65|102|28|03|1362|59233309
201606|65|102|28|04|1820|66450819
201606|65|102|28|05|1768|67987686
201606|65|102|28|06|1728|71150352
201606|65|102|28|07|2267|100324514
201606|65|102|29|01|255|7358785
201606|65|102|29|02|297|42973309
201606|65|102|29|03|436|64301640
201606|65|102|29|04|559|82227880
201606|65|102|29|05|736|134658185
201606|65|102|29|06|503|49564598
201606|65|102|29|07|386|34777080
201606|65|102|30|01|66929|1744103291
201606|65|102|30|02|110652|2893400870
201606|65|102|30|03|132077|4054858224
201606|65|102|30|04|165164|5282065414
201606|65|102|30|05|170618|5720715402
201606|65|102|30|06|135585|4105743116
201606|65|102|30|07|79333|2726987629
201606|65|102|32|01|6489|54034142
201606|65|102|32|02|9994|91710732
201606|65|102|32|03|11016|101762813
201606|65|102|32|04|13237|136359122
201606|65|102|32|05|13707|126797051
201606|65|102|32|06|12177|119033365
201606|65|102|32|07|8078|67855236
201606|65|102|33|01|634|22945849
201606|65|102|33|02|1104|38372678
201606|65|102|33|03|1370|127983693
201606|65|102|33|04|1806|59377458
201606|65|102|33|05|1798|59903637
201606|65|102|33|06|1396|36832370
201606|65|102|33|07|722|35752040
201606|65|102|34|01|5|1636628
201606|65|102|34|02|47|9525971
201606|65|102|34|03|53|7486543
201606|65|102|34|04|68|26981212
201606|65|102|34|05|64|11084666
201606|65|102|34|06|85|14062108
201606|65|102|34|07|27|5279023
201606|65|102|35|01|8357|155539869
201606|65|102|35|02|4399|177831175
201606|65|102|35|03|4242|153645452
201606|65|102|35|04|4766|271284932
201606|65|102|35|05|5622|292441677
201606|65|102|35|06|5383|260935877
201606|65|102|35|07|7327|240503120
201606|65|102|36|01|139|33143512
201606|65|102|36|02|5131|3318786393
201606|65|102|36|03|6868|4995349203
201606|65|102|36|04|6667|4795216092
201606|65|102|36|05|5778|3536908432
201606|65|102|36|06|3959|2229719822
201606|65|102|36|07|903|151857660
201606|65|103|04|01|49|2261115
201606|65|103|04|02|73|10861877
201606|65|103|04|03|72|4270618
201606|65|103|04|04|97|6400758
201606|65|103|04|05|110|18363606
201606|65|103|04|06|63|1282355
201606|65|103|04|07|93|4988648
201606|65|103|05|01|16|403987
201606|65|103|05|02|6|111021
201606|65|103|05|03|27|1660968
201606|65|103|05|04|6|83265
201606|65|103|05|05|11|392885
201606|65|103|05|06|11|747488
201606|65|103|05|07|9|168377
201606|65|103|06|02|30|1265440
201606|65|103|06|03|38|1015164
201606|65|103|06|04|71|2425865
201606|65|103|06|05|53|2209182
201606|65|103|06|06|53|3021115
201606|65|103|06|07|37|1979817
201606|65|103|08|01|2710|128312646
201606|65|103|08|02|3520|177283594
201606|65|103|08|03|3438|187216177
201606|65|103|08|04|4092|202268164
201606|65|103|08|05|4432|222200917
201606|65|103|08|06|3858|197643568
201606|65|103|08|07|3655|222398510
201606|65|103|11|01|5|136386
201606|65|103|11|02|1522|13832632
201606|65|103|11|03|2152|14296264
201606|65|103|11|04|2504|23789568
201606|65|103|11|05|2553|24285686
201606|65|103|11|06|2091|16901436
201606|65|103|11|07|91|1686684
201606|65|103|12|03|5|1004708
201606|65|103|12|06|10|3136871
201606|65|103|13|01|7514|93897529
201606|65|103|13|02|8614|126574784
201606|65|103|13|03|8403|112488412
201606|65|103|13|04|9611|126151791
201606|65|103|13|05|10173|138377658
201606|65|103|13|06|7807|109599838
201606|65|103|13|07|8981|129579624
201606|65|103|15|01|11891|65070486
201606|65|103|15|02|12336|65011440
201606|65|103|15|03|12602|67276727
201606|65|103|15|04|15510|81278696
201606|65|103|15|05|16099|85726102
201606|65|103|15|06|13476|75141236
201606|65|103|15|07|12198|69173128
201606|65|103|16|02|25|1277235
201606|65|103|16|03|41|3005831
201606|65|103|16|04|42|2650907
201606|65|103|16|05|18|527348
201606|65|103|16|06|42|1170048
201606|65|103|16|07|21|556548
201606|65|103|17|02|10|150025
201606|65|103|17|03|6|27755
201606|65|103|17|04|12|138775
201606|65|103|17|06|19|831953
201606|65|103|17|07|6|44408
201606|65|103|18|01|24|2000324
201606|65|103|18|02|25|1456927
201606|65|103|18|03|32|2974877
201606|65|103|18|04|6|205388
201606|65|103|18|05|45|4147256
201606|65|103|18|06|25|1454782
201606|65|103|18|07|30|2820784
201606|65|103|20|01|65|1106530
201606|65|103|20|02|155|4997815
201606|65|103|20|03|117|2636369
201606|65|103|20|04|164|5453948
201606|65|103|20|05|85|1686363
201606|65|103|20|06|96|6740776
201606|65|103|20|07|117|2662003
201606|65|103|21|01|121|1597722
201606|65|103|21|02|425|107354723
201606|65|103|21|03|415|387102681
201606|65|103|21|04|354|179400803
201606|65|103|21|05|376|322473876
201606|65|103|21|06|317|207493138
201606|65|103|21|07|209|1624414
201606|65|103|22|01|6|888165
201606|65|103|22|02|102|19049734
201606|65|103|22|03|178|40937752
201606|65|103|22|04|214|43234403
201606|65|103|22|05|148|29718776
201606|65|103|22|06|110|23714852
201606|65|103|22|07|10|1182009
201606|65|103|23|02|5|59100
201606|65|103|23|03|16|137342
201606|65|103|23|04|5|36370
201606|65|103|23|05|5|177301
201606|65|103|23|06|5|45462
201606|65|103|23|07|10|4046109
201606|65|103|24|01|118|1949412
201606|65|103|24|02|414|23391540
201606|65|103|24|03|391|23287929
201606|65|103|24|04|641|38386066
201606|65|103|24|05|748|33745933
201606|65|103|24|06|612|28212219
201606|65|103|24|07|402|7894460
201606|65|103|26|01|49|34646103
201606|65|103|26|02|1547|43675626
201606|65|103|26|03|1646|46840830
201606|65|103|26|04|1549|54142114
201606|65|103|26|05|1638|26518347
201606|65|103|26|06|1601|81422311
201606|65|103|26|07|1147|58337536
201606|65|103|27|01|134|1023963
201606|65|103|27|02|2079|19745322
201606|65|103|27|03|2103|20029721
201606|65|103|27|04|2348|21081234
201606|65|103|27|05|2326|25380452
201606|65|103|27|06|1969|16169652
201606|65|103|27|07|1571|15689607
201606|65|103|28|01|608|18391939
201606|65|103|28|02|485|12825017
201606|65|103|28|03|287|8938928
201606|65|103|28|04|520|16025735
201606|65|103|28|05|512|18009030
201606|65|103|28|06|448|11350580
201606|65|103|28|07|610|21206179
201606|65|103|29|02|6|216490
201606|65|103|29|03|27|3393321
201606|65|103|29|04|8|110377
201606|65|103|29|05|37|25328741
201606|65|103|29|06|30|4189119
201606|65|103|29|07|25|2951911
201606|65|103|30|01|7436|106737428
201606|65|103|30|02|10900|172697430
201606|65|103|30|03|12677|275435539
201606|65|103|30|04|14927|253933961
201606|65|103|30|05|17041|298654913
201606|65|103|30|06|12379|202145751
201606|65|103|30|07|8060|130760292
201606|65|103|32|01|2554|21392029
201606|65|103|32|02|2521|20816697
201606|65|103|32|03|2573|19820689
201606|65|103|32|04|2960|23811438
201606|65|103|32|05|3219|26758579
201606|65|103|32|06|2610|23879977
201606|65|103|32|07|2568|21208883
201606|65|103|33|01|920|19502995
201606|65|103|33|02|894|18339562
201606|65|103|33|03|953|22037402
201606|65|103|33|04|1007|23369435
201606|65|103|33|05|975|18892446
201606|65|103|33|06|894|20573937
201606|65|103|33|07|945|23112798
201606|65|103|35|01|662|6426295
201606|65|103|35|02|781|8874224
201606|65|103|35|03|688|7145260
201606|65|103|35|04|926|11614256
201606|65|103|35|05|859|10629102
201606|65|103|35|06|649|37492396
201606|65|103|35|07|1393|30891265
201606|65|103|36|01|5|363695
201606|65|103|36|02|186|2570735
201606|65|103|36|03|113|10002329
201606|65|103|36|04|123|1879045
201606|65|103|36|05|188|5345985
201606|65|103|36|06|96|2599601
201606|65|103|36|07|8|993390
201606|65|104|04|01|791|64933946
201606|65|104|04|02|432|43638499
201606|65|104|04|03|320|92945484
201606|65|104|04|04|368|63641304
201606|65|104|04|05|282|77084557
201606|65|104|04|06|176|23434167
201606|65|104|04|07|569|47788347
201606|65|104|08|01|10671|514057184
201606|65|104|08|02|11282|573761438
201606|65|104|08|03|11361|590752755
201606|65|104|08|04|14155|732470024
201606|65|104|08|05|14696|763879070
201606|65|104|08|06|12295|618595483
201606|65|104|08|07|12091|593942820
201606|65|104|11|01|927|17533631
201606|65|104|11|02|1201|24765816
201606|65|104|11|03|1322|27848261
201606|65|104|11|04|1617|31296609
201606|65|104|11|05|1667|36777112
201606|65|104|11|06|986|20731661
201606|65|104|11|07|1049|23098455
201606|65|104|13|01|42635|3316431249
201606|65|104|13|02|25453|1742991387
201606|65|104|13|03|22745|1491688832
201606|65|104|13|04|25921|1660312478
201606|65|104|13|05|29886|2038505577
201606|65|104|13|06|27153|1867301454
201606|65|104|13|07|36577|2913889701
201606|65|104|15|01|9036|58043562
201606|65|104|15|02|7318|48464622
201606|65|104|15|03|7226|45140879
201606|65|104|15|04|9234|58925997
201606|65|104|15|05|9022|62319739
201606|65|104|15|06|9067|62150911
201606|65|104|15|07|11730|75612461
201606|65|104|16|02|5|2273095
201606|65|104|16|03|14|2795907
201606|65|104|16|05|14|863776
201606|65|104|16|06|5|500081
201606|65|104|24|01|496|4739541
201606|65|104|24|02|216|1350647
201606|65|104|24|03|150|500639
201606|65|104|24|04|204|2526753
201606|65|104|24|05|180|1026494
201606|65|104|24|06|251|1758330
201606|65|104|24|07|499|2543509
201606|65|104|30|01|3069|120739079
201606|65|104|30|02|1768|75132068
201606|65|104|30|03|1375|51774816
201606|65|104|30|04|1995|94886192
201606|65|104|30|05|1959|83052630
201606|65|104|30|06|1376|69122389
201606|65|104|30|07|2799|141517683
201606|65|104|33|02|10|691021
201606|65|104|33|03|27|13639618
201606|65|104|33|04|25|18729610
201606|65|104|33|05|37|10559718
201606|65|104|33|06|16|6231725
201606|65|104|33|07|5|418249
201606|65|104|35|01|73|9817132
201606|65|104|35|02|47|8701367
201606|65|104|35|03|66|5458744
201606|65|104|35|04|84|15757379
201606|65|104|35|05|75|10363849
201606|65|104|35|06|40|4773011
201606|65|104|35|07|57|12825036
201606|65|104|36|03|5|1545705
201606|65|104|36|04|13|38509517
201606|65|104|36|05|11|1514584
201606|65|104|36|06|5|8637761
201606|65|106|01|01|549|28618076
201606|65|106|01|02|296|14931595
201606|65|106|01|03|302|20446327
201606|65|106|01|04|436|29740612
201606|65|106|01|05|393|20113153
201606|65|106|01|06|357|21983883
201606|65|106|01|07|668|34028401
201606|65|106|02|02|338|9049313
201606|65|106|02|03|489|14861624
201606|65|106|02|04|493|8260135
201606|65|106|02|05|656|10274659
201606|65|106|02|06|476|15291199
201606|65|106|02|07|6|666124
201606|65|106|03|01|538|66132123
201606|65|106|03|02|497|68807802
201606|65|106|03|03|399|41987277
201606|65|106|03|04|509|65013808
201606|65|106|03|05|642|65890167
201606|65|106|03|06|481|51038833
201606|65|106|03|07|510|47443242
201606|65|106|04|01|1636|52851819
201606|65|106|04|02|1642|124142569
201606|65|106|04|03|1642|178594976
201606|65|106|04|04|1796|202549874
201606|65|106|04|05|1798|198858891
201606|65|106|04|06|1520|133014444
201606|65|106|04|07|1810|87099087
201606|65|106|05|01|336|16190050
201606|65|106|05|02|328|30982111
201606|65|106|05|03|403|50208311
201606|65|106|05|04|658|65967589
201606|65|106|05|05|633|77406023
201606|65|106|05|06|605|65354147
201606|65|106|05|07|494|58545352
201606|65|106|06|01|58|628881
201606|65|106|06|02|201|9693460
201606|65|106|06|03|255|9148867
201606|65|106|06|04|258|15635634
201606|65|106|06|05|336|16300950
201606|65|106|06|06|184|10912254
201606|65|106|06|07|329|22282233
201606|65|106|07|02|5|363695
201606|65|106|07|04|5|454619
201606|65|106|07|05|18|2443956
201606|65|106|07|06|15|1719824
201606|65|106|08|01|6326|210197129
201606|65|106|08|02|7371|250028771
201606|65|106|08|03|8636|278594022
201606|65|106|08|04|9642|319982289
201606|65|106|08|05|10523|342907267
201606|65|106|08|06|8727|634663843
201606|65|106|08|07|7859|260015701
201606|65|106|11|01|919|20070283
201606|65|106|11|02|1882|32411192
201606|65|106|11|03|2314|30057160
201606|65|106|11|04|2400|32379232
201606|65|106|11|05|2779|54186239
201606|65|106|11|06|2411|32240600
201606|65|106|11|07|1420|16698509
201606|65|106|12|01|18|970068
201606|65|106|12|02|27|7523945
201606|65|106|12|03|25|11415483
201606|65|106|12|04|37|13986847
201606|65|106|12|05|25|9183302
201606|65|106|12|06|29|7344232
201606|65|106|12|07|16|1295420
201606|65|106|13|01|81437|3148954115
201606|65|106|13|02|88037|3101672154
201606|65|106|13|03|75969|2453113800
201606|65|106|13|04|109482|3884001138
201606|65|106|13|05|105607|3683954486
201606|65|106|13|06|84010|2990851679
201606|65|106|13|07|106826|4216106492
201606|65|106|15|01|50270|284799629
201606|65|106|15|02|44061|229696122
201606|65|106|15|03|42670|222815102
201606|65|106|15|04|49795|259528890
201606|65|106|15|05|54147|282948364
201606|65|106|15|06|45929|251563233
201606|65|106|15|07|51272|293157983
201606|65|106|16|01|2658|100191365
201606|65|106|16|02|2599|122871934
201606|65|106|16|03|2432|123298313
201606|65|106|16|04|2709|122363263
201606|65|106|16|05|3035|113904301
201606|65|106|16|06|2585|108939164
201606|65|106|16|07|3358|142707973
201606|65|106|17|01|16|643881
201606|65|106|17|02|31|601531
201606|65|106|17|03|20|1870299
201606|65|106|17|04|22|624594
201606|65|106|17|05|30|1375340
201606|65|106|17|06|15|393841
201606|65|106|17|07|16|676417
201606|65|106|18|01|204|24539713
201606|65|106|18|02|232|33562774
201606|65|106|18|03|274|60698910
201606|65|106|18|04|232|60577852
201606|65|106|18|05|269|44680312
201606|65|106|18|06|213|67327947
201606|65|106|18|07|295|28495866
201606|65|106|19|01|2385|118410402
201606|65|106|19|02|2042|97101577
201606|65|106|19|03|1828|132735568
201606|65|106|19|04|2178|113690147
201606|65|106|19|05|2241|61376831
201606|65|106|19|06|2300|149888813
201606|65|106|19|07|2821|99206815
201606|65|106|20|01|376|6270544
201606|65|106|20|02|721|159583504
201606|65|106|20|03|675|80347093
201606|65|106|20|04|693|61519365
201606|65|106|20|05|852|58950432
201606|65|106|20|06|578|62396319
201606|65|106|20|07|569|23292447
201606|65|106|21|01|179|6122339
201606|65|106|21|02|581|11751878
201606|65|106|21|03|494|9304540
201606|65|106|21|04|667|13749116
201606|65|106|21|05|816|23985257
201606|65|106|21|06|631|52328256
201606|65|106|21|07|324|21560418
201606|65|106|22|01|979|311702336
201606|65|106|22|02|872|234277265
201606|65|106|22|03|1047|290134850
201606|65|106|22|04|1436|450081352
201606|65|106|22|05|1343|402271626
201606|65|106|22|06|1042|290236020
201606|65|106|22|07|1256|411374417
201606|65|106|23|01|1401|5908934
201606|65|106|23|02|1394|33898580
201606|65|106|23|03|1562|58555964
201606|65|106|23|04|1327|113677585
201606|65|106|23|05|1130|34302757
201606|65|106|23|06|1521|49183028
201606|65|106|23|07|1756|27594389
201606|65|106|24|01|265|20279878
201606|65|106|24|02|683|61415125
201606|65|106|24|03|826|109566698
201606|65|106|24|04|949|109490631
201606|65|106|24|05|1042|108295318
201606|65|106|24|06|666|82093169
201606|65|106|24|07|632|69606785
201606|65|106|26|01|489|3785830
201606|65|106|26|02|5975|518887677
201606|65|106|26|03|7212|707982113
201606|65|106|26|04|7624|837389416
201606|65|106|26|05|7769|830552908
201606|65|106|26|06|7167|660119028
201606|65|106|26|07|5966|709544648
201606|65|106|27|01|1545|13417564
201606|65|106|27|02|7633|154614482
201606|65|106|27|03|7933|171872440
201606|65|106|27|04|8121|174730833
201606|65|106|27|05|8821|177650787
201606|65|106|27|06|7906|177162941
201606|65|106|27|07|7030|225325850
201606|65|106|28|01|1091|41499747
201606|65|106|28|02|1216|60360444
201606|65|106|28|03|1057|56998166
201606|65|106|28|04|1272|57850321
201606|65|106|28|05|1443|73564815
201606|65|106|28|06|1412|73295120
201606|65|106|28|07|2135|117775621
201606|65|106|29|01|2373|42254057
201606|65|106|29|02|1900|54994928
201606|65|106|29|03|1838|54620506
201606|65|106|29|04|2284|99640355
201606|65|106|29|05|2828|95411691
201606|65|106|29|06|2649|92203709
201606|65|106|29|07|3207|65227165
201606|65|106|30|01|88343|1940359345
201606|65|106|30|02|97147|1960986122
201606|65|106|30|03|100017|2104810326
201606|65|106|30|04|123879|2786369881
201606|65|106|30|05|130568|2866368968
201606|65|106|30|06|109499|2517349730
201606|65|106|30|07|102307|2320557715
201606|65|106|31|01|657|143406475
201606|65|106|31|02|256|143178699
201606|65|106|31|03|266|321528625
201606|65|106|31|04|298|273876420
201606|65|106|31|05|351|428676315
201606|65|106|31|06|497|271237458
201606|65|106|31|07|760|232184819
201606|65|106|32|01|7190|63085623
201606|65|106|32|02|7333|61755563
201606|65|106|32|03|7645|67957433
201606|65|106|32|04|9225|82535343
201606|65|106|32|05|10084|93607555
201606|65|106|32|06|8195|72887307
201606|65|106|32|07|8395|77292303
201606|65|106|33|01|700|31398885
201606|65|106|33|02|669|21490964
201606|65|106|33|03|669|32163031
201606|65|106|33|04|958|48479388
201606|65|106|33|05|971|47989836
201606|65|106|33|06|778|36758013
201606|65|106|33|07|910|47525739
201606|65|106|34|01|21|1166694
201606|65|106|34|02|88|8595387
201606|65|106|34|03|103|18287827
201606|65|106|34|04|88|6654916
201606|65|106|34|05|82|1779142
201606|65|106|34|06|98|3482818
201606|65|106|34|07|139|10549678
201606|65|106|35|01|2979|119103822
201606|65|106|35|02|2963|123676315
201606|65|106|35|03|2739|159537026
201606|65|106|35|04|3851|183057636
201606|65|106|35|05|3383|150885166
201606|65|106|35|06|2735|124067831
201606|65|106|35|07|4457|170207174
201606|65|106|36|01|223|13587117
201606|65|106|36|02|522|58155257
201606|65|106|36|03|543|78697572
201606|65|106|36|04|627|115768069
201606|65|106|36|05|659|110673021
201606|65|106|36|06|512|32537615
201606|65|106|36|07|491|66769105
201606|65|107|01|01|2137|325433167
201606|65|107|01|02|1746|268046018
201606|65|107|01|03|1742|439679833
201606|65|107|01|04|2358|493509487
201606|65|107|01|05|2154|306146404
201606|65|107|01|06|2021|286287131
201606|65|107|01|07|2450|738686153
201606|65|107|02|02|6|1665309
201606|65|107|02|04|23|15397100
201606|65|107|03|01|451|20514209
201606|65|107|03|02|399|21425407
201606|65|107|03|03|337|28457176
201606|65|107|03|04|689|59639375
201606|65|107|03|05|486|28679530
201606|65|107|03|06|476|35461941
201606|65|107|03|07|420|17857324
201606|65|107|04|01|5358|267860576
201606|65|107|04|02|5587|525593370
201606|65|107|04|03|5398|460791233
201606|65|107|04|04|6977|783285232
201606|65|107|04|05|7187|757320483
201606|65|107|04|06|6832|589811841
201606|65|107|04|07|7499|514978678
201606|65|107|05|01|437|15448969
201606|65|107|05|02|354|18059234
201606|65|107|05|03|424|25850958
201606|65|107|05|04|753|54708401
201606|65|107|05|05|603|33880449
201606|65|107|05|06|606|39631435
201606|65|107|05|07|702|34053663
201606|65|107|06|01|1265|51853348
201606|65|107|06|02|1401|77798457
201606|65|107|06|03|1220|78050016
201606|65|107|06|04|1318|82315732
201606|65|107|06|05|1369|63346525
201606|65|107|06|06|1354|68286489
201606|65|107|06|07|1708|88258366
201606|65|107|07|01|204|26345320
201606|65|107|07|02|189|61268039
201606|65|107|07|03|99|26383680
201606|65|107|07|04|174|45456783
201606|65|107|07|05|161|56186960
201606|65|107|07|06|192|24590309
201606|65|107|07|07|173|34027520
201606|65|107|08|01|15078|886457082
201606|65|107|08|02|15552|937724541
201606|65|107|08|03|15578|960971670
201606|65|107|08|04|19361|1177311813
201606|65|107|08|05|20660|1243744762
201606|65|107|08|06|17364|1050440266
201606|65|107|08|07|16376|955681492
201606|65|107|09|02|10|345510
201606|65|107|09|03|5|172755
201606|65|107|09|04|15|576760
201606|65|107|09|05|8|645279
201606|65|107|09|06|5|1970501
201606|65|107|09|07|18|1478468
201606|65|107|10|01|121294|7949822666
201606|65|107|10|02|74435|4667122566
201606|65|107|10|03|81557|4967188874
201606|65|107|10|04|100568|5247844597
201606|65|107|10|05|106393|6118706951
201606|65|107|10|06|103805|5817766540
201606|65|107|10|07|133138|8020413173
201606|65|107|11|01|18534|161097435
201606|65|107|11|02|16562|163549920
201606|65|107|11|03|14971|158130429
201606|65|107|11|04|18220|200623355
201606|65|107|11|05|18720|195571729
201606|65|107|11|06|21311|186939515
201606|65|107|11|07|23988|210250012
201606|65|107|12|01|11|5687416
201606|65|107|12|02|39|15138277
201606|65|107|12|03|40|18699796
201606|65|107|12|04|32|7273548
201606|65|107|12|05|45|13717338
201606|65|107|12|06|26|3426579
201606|65|107|12|07|108|43220101
201606|65|107|13|01|31564|548492672
201606|65|107|13|02|44972|790462999
201606|65|107|13|03|44038|765114520
201606|65|107|13|04|53367|931239526
201606|65|107|13|05|52542|937278885
201606|65|107|13|06|42849|785464507
201606|65|107|13|07|42661|825097328
201606|65|107|15|01|99178|475546556
201606|65|107|15|02|93687|446971979
201606|65|107|15|03|91875|435808175
201606|65|107|15|04|111208|532910736
201606|65|107|15|05|115005|553487726
201606|65|107|15|06|109166|495820404
201606|65|107|15|07|114661|528893567
201606|65|107|16|01|8691|377977247
201606|65|107|16|02|7914|416604318
201606|65|107|16|03|7751|447674938
201606|65|107|16|04|9468|493443473
201606|65|107|16|05|10158|582287710
201606|65|107|16|06|9317|450355640
201606|65|107|16|07|12011|541616902
201606|65|107|17|01|17|138775
201606|65|107|17|02|20|9158199
201606|65|107|17|03|53|3290934
201606|65|107|17|04|92|14014213
201606|65|107|17|05|83|16546461
201606|65|107|17|06|86|23154762
201606|65|107|17|07|46|2011036
201606|65|107|18|01|396|63780991
201606|65|107|18|02|459|65421351
201606|65|107|18|03|527|106226230
201606|65|107|18|04|597|102213771
201606|65|107|18|05|604|85073549
201606|65|107|18|06|479|45401419
201606|65|107|18|07|632|92253684
201606|65|107|19|01|2039|47758930
201606|65|107|19|02|2128|71812839
201606|65|107|19|03|2021|100501708
201606|65|107|19|04|2052|82002625
201606|65|107|19|05|2452|113812663
201606|65|107|19|06|2487|77941200
201606|65|107|19|07|2962|90749253
201606|65|107|20|01|582|9054140
201606|65|107|20|02|1793|63633491
201606|65|107|20|03|1684|51750499
201606|65|107|20|04|1840|47193472
201606|65|107|20|05|1674|72401208
201606|65|107|20|06|1614|44502857
201606|65|107|20|07|1910|46050753
201606|65|107|21|01|7089|167199019
201606|65|107|21|02|7994|290686632
201606|65|107|21|03|7242|201168516
201606|65|107|21|04|9556|300642661
201606|65|107|21|05|8959|260643070
201606|65|107|21|06|8251|264681815
201606|65|107|21|07|8136|185173812
201606|65|107|22|01|1541|439524940
201606|65|107|22|02|2588|952214371
201606|65|107|22|03|2998|963134753
201606|65|107|22|04|3696|1269730184
201606|65|107|22|05|3639|1234416482
