STD_YM|GU_CD|DONG_CD|MCT_CAT_CD|DAY_CD|USE_CNT|USE_AMT
201602|65|110|27|04|30|2305219
201602|65|110|27|05|16|2767935
201602|65|110|27|06|46|4616275
201602|65|110|27|07|6|554373
201602|65|110|30|02|1230|11274423
201602|65|110|30|03|1067|9656622
201602|65|110|30|04|906|7203929
201602|65|110|30|05|1152|8736777
201602|65|110|30|06|1226|9513767
201602|65|110|30|07|99|468809
201602|65|110|33|04|6|205118
201602|65|110|33|07|9|1336730
201602|65|110|35|04|40|6564100
201602|65|110|35|05|5|1128995
201602|65|110|35|06|5|553208
201602|65|110|36|02|5|382504
201602|65|111|04|01|158|11906302
201602|65|111|04|02|101|12962981
201602|65|111|04|03|96|10355610
201602|65|111|04|04|179|17826571
201602|65|111|04|05|121|8136215
201602|65|111|04|06|102|11092396
201602|65|111|04|07|178|14246540
201602|65|111|05|01|17|907055
201602|65|111|05|02|30|873887
201602|65|111|05|03|58|933499
201602|65|111|05|04|34|1428587
201602|65|111|05|05|12|227293
201602|65|111|05|06|16|408119
201602|65|111|05|07|16|498875
201602|65|111|06|02|29|535862
201602|65|111|06|03|5|76772
201602|65|111|06|04|20|1068262
201602|65|111|06|05|11|205586
201602|65|111|06|06|11|323562
201602|65|111|06|07|43|968692
201602|65|111|11|05|5|1354794
201602|65|111|13|01|2322|46784838
201602|65|111|13|02|2770|53146284
201602|65|111|13|03|1979|32900573
201602|65|111|13|04|2276|42107547
201602|65|111|13|05|2393|37403463
201602|65|111|13|06|2275|44737192
201602|65|111|13|07|3040|66423867
201602|65|111|15|01|2166|13342298
201602|65|111|15|02|2520|17306343
201602|65|111|15|03|1904|12636477
201602|65|111|15|04|2080|13259225
201602|65|111|15|05|2168|13141985
201602|65|111|15|06|2450|14575946
201602|65|111|15|07|2366|15693514
201602|65|111|18|01|22|1149471
201602|65|111|18|02|15|3770843
201602|65|111|18|03|21|4356202
201602|65|111|18|04|5|722557
201602|65|111|18|05|16|1289232
201602|65|111|18|06|16|921726
201602|65|111|18|07|22|1282069
201602|65|111|19|04|17|397686
201602|65|111|19|07|27|456612
201602|65|111|22|02|11|3424909
201602|65|111|22|03|11|2292934
201602|65|111|22|04|18|5249912
201602|65|111|22|05|10|2506369
201602|65|111|22|06|15|4688700
201602|65|111|23|03|7|1575384
201602|65|111|24|01|75|2990834
201602|65|111|24|02|95|4196275
201602|65|111|24|03|69|3358194
201602|65|111|24|04|62|7811054
201602|65|111|24|05|92|15180909
201602|65|111|24|06|84|16402949
201602|65|111|24|07|55|10720090
201602|65|111|26|02|314|5847573
201602|65|111|26|03|158|2113517
201602|65|111|26|04|181|2055914
201602|65|111|26|05|224|15491388
201602|65|111|26|06|234|5555947
201602|65|111|26|07|210|3673418
201602|65|111|27|02|417|2671702
201602|65|111|27|03|222|1793529
201602|65|111|27|04|290|2447262
201602|65|111|27|05|344|3115959
201602|65|111|27|06|385|2971191
201602|65|111|27|07|316|2509410
201602|65|111|28|01|73|1866246
201602|65|111|28|02|42|688982
201602|65|111|28|03|26|280426
201602|65|111|28|04|20|1124480
201602|65|111|28|05|54|2918504
201602|65|111|28|06|54|2337530
201602|65|111|28|07|48|1884623
201602|65|111|29|02|5|1119963
201602|65|111|29|04|10|5419176
201602|65|111|29|05|5|659333
201602|65|111|30|01|3237|120237640
201602|65|111|30|02|2698|85438035
201602|65|111|30|03|2947|107350435
201602|65|111|30|04|3108|100617432
201602|65|111|30|05|2779|97484577
201602|65|111|30|06|3216|105322410
201602|65|111|30|07|3912|146954455
201602|65|111|33|02|5|31611860
201602|65|111|35|01|6|110875
201602|65|111|35|02|179|5207110
201602|65|111|35|03|137|2395432
201602|65|111|35|04|167|2285013
201602|65|111|35|05|149|1661517
201602|65|111|35|06|143|1206932
201602|65|111|35|07|173|3766702
201602|65|111|36|02|5|45
201602|65|111|36|03|5|1128995
201602|65|111|36|04|9|447082
201602|65|111|36|05|16|2441726
201602|65|111|36|06|5|496758
201602|65|XXX|16|03|5|361278
201602|65|XXX|16|05|5|889648
201602|65|XXX|16|07|5|1903937
201602|65|XXX|29|02|43|820854
201602|65|XXX|29|03|73|694672
201602|65|XXX|29|04|87|1225166
201602|65|XXX|29|05|63|989100
201602|68|101|01|01|8465|744682974
201602|68|101|01|02|5925|558041129
201602|68|101|01|03|6106|582318221
201602|68|101|01|04|6297|754513612
201602|68|101|01|05|6214|547600956
201602|68|101|01|06|7039|654545199
201602|68|101|01|07|10515|1115400857
201602|68|101|02|01|801|62582150
201602|68|101|02|02|1131|118341112
201602|68|101|02|03|904|119882958
201602|68|101|02|04|907|205507443
201602|68|101|02|05|1191|128289312
201602|68|101|02|06|1235|118648046
201602|68|101|02|07|953|82929033
201602|68|101|03|01|851|38467853
201602|68|101|03|02|962|42919436
201602|68|101|03|03|942|44432080
201602|68|101|03|04|1081|53461629
201602|68|101|03|05|1093|50108072
201602|68|101|03|06|1183|58064338
201602|68|101|03|07|970|45154368
201602|68|101|04|01|29159|1886427160
201602|68|101|04|02|27075|2136450410
201602|68|101|04|03|24423|1719129217
201602|68|101|04|04|26530|1829785494
201602|68|101|04|05|25483|1669161625
201602|68|101|04|06|27711|2363160560
201602|68|101|04|07|34762|2460646549
201602|68|101|05|01|1246|42351756
201602|68|101|05|02|1361|69436889
201602|68|101|05|03|1323|90853370
201602|68|101|05|04|1402|106300928
201602|68|101|05|05|1565|127364861
201602|68|101|05|06|2162|163124200
201602|68|101|05|07|2119|134981448
201602|68|101|06|01|951|80612768
201602|68|101|06|02|1280|91268956
201602|68|101|06|03|948|86245747
201602|68|101|06|04|1099|75250853
201602|68|101|06|05|1181|120719411
201602|68|101|06|06|1180|89661871
201602|68|101|06|07|1407|124810212
201602|68|101|07|01|160|63006696
201602|68|101|07|02|46|35850904
201602|68|101|07|03|42|13941820
201602|68|101|07|04|51|82228932
201602|68|101|07|05|97|31469686
201602|68|101|07|06|91|52005055
201602|68|101|07|07|146|64355007
201602|68|101|08|01|9446|496536934
201602|68|101|08|02|13429|714559546
201602|68|101|08|03|10476|547918166
201602|68|101|08|04|11376|596784636
201602|68|101|08|05|12200|927481718
201602|68|101|08|06|13354|720725767
201602|68|101|08|07|10845|574228981
201602|68|101|11|01|9306|154981476
201602|68|101|11|02|19989|336430877
201602|68|101|11|03|16778|278024334
201602|68|101|11|04|18970|285239516
201602|68|101|11|05|20995|339932782
201602|68|101|11|06|21945|376355588
201602|68|101|11|07|15359|221601601
201602|68|101|12|01|448|197860064
201602|68|101|12|02|2918|1466879370
201602|68|101|12|03|1671|251814207
201602|68|101|12|04|1753|406127953
201602|68|101|12|05|2559|507253555
201602|68|101|12|06|2376|536671186
201602|68|101|12|07|994|346174072
201602|68|101|13|01|48005|1213089883
201602|68|101|13|02|66740|1639610673
201602|68|101|13|03|53468|1318466492
201602|68|101|13|04|56183|1354572449
201602|68|101|13|05|61054|1442183421
201602|68|101|13|06|62568|1563351461
201602|68|101|13|07|61893|1944063174
201602|68|101|14|01|756|14430728
201602|68|101|14|02|1965|36937551
201602|68|101|14|03|1640|27052222
201602|68|101|14|04|1666|32437442
201602|68|101|14|05|2065|35532016
201602|68|101|14|06|1989|34977643
201602|68|101|14|07|903|16796077
201602|68|101|15|01|115297|699742464
201602|68|101|15|02|240655|1265502496
201602|68|101|15|03|195352|1031810566
201602|68|101|15|04|204968|1101444229
201602|68|101|15|05|235257|1318880801
201602|68|101|15|06|231101|1296663912
201602|68|101|15|07|154693|918314164
201602|68|101|16|01|31389|2115627859
201602|68|101|16|02|30766|1772472576
201602|68|101|16|03|29078|1789396112
201602|68|101|16|04|33082|1934318893
201602|68|101|16|05|32051|1779080648
201602|68|101|16|06|33904|1893312636
201602|68|101|16|07|41622|2620160773
201602|68|101|17|01|646|36326964
201602|68|101|17|02|818|48800849
201602|68|101|17|03|686|48608451
201602|68|101|17|04|929|69746820
201602|68|101|17|05|845|60186132
201602|68|101|17|06|965|68673290
201602|68|101|17|07|1061|64191312
201602|68|101|18|01|994|77928623
201602|68|101|18|02|1803|301340897
201602|68|101|18|03|1315|322252255
201602|68|101|18|04|1618|257577537
201602|68|101|18|05|2058|346523446
201602|68|101|18|06|1728|267339780
201602|68|101|18|07|1466|127891457
201602|68|101|19|01|3874|104411897
201602|68|101|19|02|5069|127697866
201602|68|101|19|03|4739|128302730
201602|68|101|19|04|5148|124664276
201602|68|101|19|05|6214|172791247
201602|68|101|19|06|6932|189508077
201602|68|101|19|07|6656|193695094
201602|68|101|20|01|3672|116471479
201602|68|101|20|02|5065|217794256
201602|68|101|20|03|3945|167454409
201602|68|101|20|04|4344|158622954
201602|68|101|20|05|4272|161675808
201602|68|101|20|06|4460|186336440
201602|68|101|20|07|5004|175843636
201602|68|101|21|01|6592|135450948
201602|68|101|21|02|20856|1291573946
201602|68|101|21|03|16547|1348053595
201602|68|101|21|04|17284|1269075259
201602|68|101|21|05|20024|1477614600
201602|68|101|21|06|20117|1397692873
201602|68|101|21|07|11114|232367878
201602|68|101|22|01|2418|937243643
201602|68|101|22|02|9448|2885493898
201602|68|101|22|03|6132|1820786647
201602|68|101|22|04|5379|1758148974
201602|68|101|22|05|6127|2112704680
201602|68|101|22|06|5688|2222752610
201602|68|101|22|07|6212|1982909995
201602|68|101|23|01|1583|79302440
201602|68|101|23|02|3732|368288133
201602|68|101|23|03|3236|321001268
201602|68|101|23|04|3181|1165608599
201602|68|101|23|05|3440|364970379
201602|68|101|23|06|3618|583413727
201602|68|101|23|07|2951|142277615
201602|68|101|24|01|2144|27431303
201602|68|101|24|02|5040|383676199
201602|68|101|24|03|3881|233746063
201602|68|101|24|04|4504|319320840
201602|68|101|24|05|4875|219858142
201602|68|101|24|06|4540|433629137
201602|68|101|24|07|4328|239286354
201602|68|101|25|01|858|153267722
201602|68|101|25|02|5595|549022389
201602|68|101|25|03|3512|391296299
201602|68|101|25|04|3362|406544574
201602|68|101|25|05|4721|575943421
201602|68|101|25|06|4723|476995842
201602|68|101|25|07|3883|397465941
201602|68|101|26|01|1578|367891122
201602|68|101|26|02|38370|6530087011
201602|68|101|26|03|24643|4958694850
201602|68|101|26|04|27038|5193543605
201602|68|101|26|05|34941|6877626554
201602|68|101|26|06|37797|8748551944
201602|68|101|26|07|24241|6785288671
201602|68|101|27|01|3570|68148054
201602|68|101|27|02|37288|915143768
201602|68|101|27|03|23851|731330881
201602|68|101|27|04|25999|612738701
201602|68|101|27|05|33376|693727024
201602|68|101|27|06|35964|929474846
201602|68|101|27|07|22225|977763154
201602|68|101|28|01|4069|234195970
201602|68|101|28|02|6475|329601663
201602|68|101|28|03|4894|277784930
201602|68|101|28|04|5478|298753313
201602|68|101|28|05|6789|343623103
201602|68|101|28|06|7530|413046777
201602|68|101|28|07|7441|454515339
201602|68|101|29|01|10745|232291854
201602|68|101|29|02|16129|659323781
201602|68|101|29|03|12082|536371955
201602|68|101|29|04|17191|634962240
201602|68|101|29|05|18762|618906125
201602|68|101|29|06|22253|743243105
201602|68|101|29|07|19067|515958289
201602|68|101|30|01|246268|5355531995
201602|68|101|30|02|583326|12529505729
201602|68|101|30|03|489152|10779875864
201602|68|101|30|04|520397|11578168380
201602|68|101|30|05|592086|13509561171
201602|68|101|30|06|605036|13816307816
201602|68|101|30|07|367255|9050848122
201602|68|101|31|01|1153|215593436
201602|68|101|31|02|866|699190393
201602|68|101|31|03|1245|952395759
201602|68|101|31|04|1417|1170744278
201602|68|101|31|05|1628|1364824407
201602|68|101|31|06|1609|1152929912
201602|68|101|31|07|2290|1014149787
201602|68|101|32|01|17580|147566034
201602|68|101|32|02|35044|269937097
201602|68|101|32|03|28447|234207644
201602|68|101|32|04|31329|247825713
201602|68|101|32|05|34348|270856633
201602|68|101|32|06|35930|312526947
201602|68|101|32|07|25469|224250269
201602|68|101|33|01|3295|96186476
201602|68|101|33|02|2712|170903133
201602|68|101|33|03|2350|208847600
201602|68|101|33|04|2619|133654903
201602|68|101|33|05|2631|119669192
201602|68|101|33|06|3052|139269195
201602|68|101|33|07|3562|123195482
201602|68|101|34|01|56|6900817
201602|68|101|34|02|533|94878085
201602|68|101|34|03|292|50363369
201602|68|101|34|04|318|70572216
201602|68|101|34|05|534|98618488
201602|68|101|34|06|484|87910185
201602|68|101|34|07|281|34777004
201602|68|101|35|01|32444|1263844780
201602|68|101|35|02|74724|2241495960
201602|68|101|35|03|54974|1458763336
201602|68|101|35|04|53125|1733831490
201602|68|101|35|05|67512|1829534613
201602|68|101|35|06|54243|1823083459
201602|68|101|35|07|42683|2043475406
201602|68|101|36|01|1434|80103678
201602|68|101|36|02|2566|858201987
201602|68|101|36|03|2146|462312191
201602|68|101|36|04|2183|485836771
201602|68|101|36|05|3485|616506164
201602|68|101|36|06|3701|655605469
201602|68|101|36|07|2546|165366324
201602|68|103|01|01|43|15755420
201602|68|103|01|02|56|4453679
201602|68|103|01|03|56|5664573
201602|68|103|01|04|96|7290969
201602|68|103|01|05|59|7106301
201602|68|103|01|06|116|23112010
201602|68|103|01|07|61|5434131
201602|68|103|02|04|7|629095
201602|68|103|03|01|126|5115354
201602|68|103|03|02|126|5491919
201602|68|103|03|03|96|5615722
201602|68|103|03|04|125|6392929
201602|68|103|03|05|99|4795090
201602|68|103|03|06|159|12299323
201602|68|103|03|07|119|5444609
201602|68|103|04|01|1350|34842399
201602|68|103|04|02|1505|83249678
201602|68|103|04|03|1095|54197501
201602|68|103|04|04|1220|47628279
201602|68|103|04|05|1296|74665354
201602|68|103|04|06|1239|116022832
201602|68|103|04|07|1430|56908048
201602|68|103|05|01|330|14158381
201602|68|103|05|02|249|19157661
201602|68|103|05|03|231|11820734
201602|68|103|05|04|252|13743631
201602|68|103|05|05|255|17769986
201602|68|103|05|06|269|12409592
201602|68|103|05|07|218|9530818
201602|68|103|06|01|56|2148218
201602|68|103|06|02|322|17523380
201602|68|103|06|03|224|10523970
201602|68|103|06|04|270|14098119
201602|68|103|06|05|276|12942035
201602|68|103|06|06|245|12372637
201602|68|103|06|07|319|13598199
201602|68|103|07|05|5|5599815
201602|68|103|08|01|592|25290686
201602|68|103|08|02|1357|66364927
201602|68|103|08|03|827|40591425
201602|68|103|08|04|1080|51761322
201602|68|103|08|05|1075|54264114
201602|68|103|08|06|1303|67793470
201602|68|103|08|07|826|37841119
201602|68|103|09|01|16|499684
201602|68|103|09|02|51|6920140
201602|68|103|09|03|20|3621816
201602|68|103|09|04|68|2135982
201602|68|103|09|05|57|17167486
201602|68|103|09|06|29|1384376
201602|68|103|09|07|23|604235
201602|68|103|11|01|651|82396529
201602|68|103|11|02|1151|14700809
201602|68|103|11|03|910|9420382
201602|68|103|11|04|1037|17943726
201602|68|103|11|05|1289|65627312
201602|68|103|11|06|1187|75836576
201602|68|103|11|07|797|101123693
201602|68|103|12|03|5|12102826
201602|68|103|12|04|10|2438629
201602|68|103|12|05|10|293539
201602|68|103|12|06|10|7225568
201602|68|103|12|07|11|468103
201602|68|103|13|01|21502|377085725
201602|68|103|13|02|28517|475116781
201602|68|103|13|03|22967|370450409
201602|68|103|13|04|24249|393078391
201602|68|103|13|05|24743|413558335
201602|68|103|13|06|25376|443007822
201602|68|103|13|07|27494|551563052
201602|68|103|15|01|17789|101235108
201602|68|103|15|02|23004|128913760
201602|68|103|15|03|18281|103917818
201602|68|103|15|04|18462|98791570
201602|68|103|15|05|19411|104252489
201602|68|103|15|06|20048|107740864
201602|68|103|15|07|18129|103689958
201602|68|103|16|01|293|38065142
201602|68|103|16|02|542|94120614
201602|68|103|16|03|251|27249376
201602|68|103|16|04|540|77687928
201602|68|103|16|05|770|134213082
201602|68|103|16|06|668|120695220
201602|68|103|16|07|646|97742552
201602|68|103|17|02|16|1277835
201602|68|103|17|03|5|1941871
201602|68|103|17|05|5|112900
201602|68|103|17|06|5|18064
201602|68|103|17|07|5|31612
201602|68|103|18|01|76|5873850
201602|68|103|18|02|291|29367634
201602|68|103|18|03|210|28274985
201602|68|103|18|04|255|39764132
201602|68|103|18|05|245|32787357
201602|68|103|18|06|252|40365548
201602|68|103|18|07|273|25461957
201602|68|103|19|01|60|1500071
201602|68|103|19|02|38|1504113
201602|68|103|19|03|65|3566314
201602|68|103|19|04|12|626441
201602|68|103|19|05|50|2109952
201602|68|103|19|06|42|3571016
201602|68|103|19|07|93|4438261
201602|68|103|20|01|547|30529139
201602|68|103|20|02|1608|78127546
201602|68|103|20|03|1054|41946034
201602|68|103|20|04|1138|70559154
201602|68|103|20|05|1592|63788528
201602|68|103|20|06|1426|58355051
201602|68|103|20|07|1548|87155669
201602|68|103|21|01|892|12505818
201602|68|103|21|02|2062|36238599
201602|68|103|21|03|1485|34704360
201602|68|103|21|04|1830|41067409
201602|68|103|21|05|1878|32898915
201602|68|103|21|06|1756|597198233
201602|68|103|21|07|1438|32194722
201602|68|103|22|01|222|57278934
201602|68|103|22|02|866|284232499
201602|68|103|22|03|707|240082535
201602|68|103|22|04|653|275232033
201602|68|103|22|05|742|243392143
201602|68|103|22|06|817|293144701
201602|68|103|22|07|480|150077804
201602|68|103|23|01|188|5537282
201602|68|103|23|02|248|44339749
201602|68|103|23|03|198|14541852
201602|68|103|23|04|214|30508331
201602|68|103|23|05|191|80688581
201602|68|103|23|06|207|62741250
201602|68|103|23|07|207|15754889
201602|68|103|24|01|55|1428079
201602|68|103|24|02|461|82901446
201602|68|103|24|03|345|48414602
201602|68|103|24|04|273|61118434
201602|68|103|24|05|434|72880965
201602|68|103|24|06|507|122976607
201602|68|103|24|07|368|69509504
201602|68|103|26|01|30|504453
201602|68|103|26|02|6569|229932560
201602|68|103|26|03|4350|172640555
201602|68|103|26|04|4575|133606291
201602|68|103|26|05|5948|180461427
201602|68|103|26|06|5903|201376222
201602|68|103|26|07|5082|184595610
201602|68|103|27|01|566|18242236
201602|68|103|27|02|7029|100023881
201602|68|103|27|03|4644|71971357
201602|68|103|27|04|5048|60893252
201602|68|103|27|05|6324|81027536
201602|68|103|27|06|6433|97741392
201602|68|103|27|07|5963|79620490
201602|68|103|28|01|847|22010054
201602|68|103|28|02|1053|33785992
201602|68|103|28|03|649|16662548
201602|68|103|28|04|835|22727024
201602|68|103|28|05|1082|32557860
201602|68|103|28|06|1139|35361803
201602|68|103|28|07|1536|47353591
201602|68|103|29|01|197|2825562
201602|68|103|29|02|428|51003394
201602|68|103|29|03|320|45182147
201602|68|103|29|04|487|71009489
201602|68|103|29|05|461|44584047
201602|68|103|29|06|420|61087287
201602|68|103|29|07|493|57948314
201602|68|103|30|01|21654|380993661
201602|68|103|30|02|32335|594190148
201602|68|103|30|03|26883|486795377
201602|68|103|30|04|30021|548188046
201602|68|103|30|05|32094|603996306
201602|68|103|30|06|34595|650054478
201602|68|103|30|07|27226|492539777
201602|68|103|32|01|4634|42218289
201602|68|103|32|02|6198|53175359
201602|68|103|32|03|4613|36973730
201602|68|103|32|04|4722|38052116
201602|68|103|32|05|4775|39714042
201602|68|103|32|06|5330|46553548
201602|68|103|32|07|4632|39492388
201602|68|103|33|01|5016|111450139
201602|68|103|33|02|4451|175926434
201602|68|103|33|03|3564|97971374
201602|68|103|33|04|3852|105828842
201602|68|103|33|05|4574|148861265
201602|68|103|33|06|4989|198470024
201602|68|103|33|07|6078|176545447
201602|68|103|34|01|14|6076703
201602|68|103|34|02|101|26327441
201602|68|103|34|03|60|9010090
201602|68|103|34|04|81|15641483
201602|68|103|34|05|57|13227305
201602|68|103|34|06|79|18371909
201602|68|103|34|07|67|19457733
201602|68|103|35|01|1091|45080107
201602|68|103|35|02|2332|97657159
201602|68|103|35|03|1499|78094221
201602|68|103|35|04|2151|132709390
201602|68|103|35|05|2177|101833447
201602|68|103|35|06|2018|86541784
201602|68|103|35|07|2479|65707849
201602|68|103|36|01|202|7542223
201602|68|103|36|02|618|213262140
201602|68|103|36|03|408|103364152
201602|68|103|36|04|495|111533406
201602|68|103|36|05|502|74155524
201602|68|103|36|06|650|176871359
201602|68|103|36|07|475|47095328
201602|68|104|01|01|2567|279832017
201602|68|104|01|02|2561|146188527
201602|68|104|01|03|2345|249799432
201602|68|104|01|04|2270|163983672
201602|68|104|01|05|2119|192155431
201602|68|104|01|06|2281|142413364
201602|68|104|01|07|2882|330350797
201602|68|104|02|01|530|70004952
201602|68|104|02|02|346|32120775
201602|68|104|02|03|268|33428354
201602|68|104|02|04|342|49938260
201602|68|104|02|05|362|84580970
201602|68|104|02|06|290|42926676
201602|68|104|02|07|567|103601370
201602|68|104|03|01|131|7989145
201602|68|104|03|02|246|18199376
201602|68|104|03|03|213|16117988
201602|68|104|03|04|170|12151205
201602|68|104|03|05|193|27810189
201602|68|104|03|06|187|12713152
201602|68|104|03|07|187|12308031
201602|68|104|04|01|897|143075837
201602|68|104|04|02|1462|385861450
201602|68|104|04|03|1174|242439642
201602|68|104|04|04|1444|279772930
201602|68|104|04|05|1290|371782344
201602|68|104|04|06|1588|325467984
201602|68|104|04|07|1613|387866072
201602|68|104|05|01|103|7857225
201602|68|104|05|02|140|13275418
201602|68|104|05|03|109|10419943
201602|68|104|05|04|186|24522870
201602|68|104|05|05|177|19992837
201602|68|104|05|06|247|23051071
201602|68|104|05|07|280|33353237
201602|68|104|06|01|526|53882916
201602|68|104|06|02|671|98097693
201602|68|104|06|03|596|102791237
201602|68|104|06|04|863|99418904
201602|68|104|06|05|747|117769685
201602|68|104|06|06|687|129551971
201602|68|104|06|07|1025|133541041
201602|68|104|07|01|74|31884382
201602|68|104|07|02|163|162445473
201602|68|104|07|03|151|149554624
201602|68|104|07|04|108|20228849
201602|68|104|07|05|160|72561569
201602|68|104|07|06|195|39165709
201602|68|104|07|07|184|84702248
201602|68|104|08|01|887|51126199
201602|68|104|08|02|1774|101630201
201602|68|104|08|03|1510|84531862
201602|68|104|08|04|1578|97864831
201602|68|104|08|05|1576|90882073
201602|68|104|08|06|1873|118075389
201602|68|104|08|07|1491|84193772
201602|68|104|10|01|5276|403817065
201602|68|104|10|02|4254|336196911
201602|68|104|10|03|4131|364475606
201602|68|104|10|04|4833|332851375
201602|68|104|10|05|4726|371384048
201602|68|104|10|06|5053|304788441
201602|68|104|10|07|5285|417905596
201602|68|104|11|01|25400|107523643
201602|68|104|11|02|25183|77552005
201602|68|104|11|03|21662|79403566
201602|68|104|11|04|22453|91846411
201602|68|104|11|05|22450|69083587
201602|68|104|11|06|22866|168591504
201602|68|104|11|07|29301|106906155
201602|68|104|12|01|153|104377989
201602|68|104|12|02|149|72372229
201602|68|104|12|03|187|104327747
201602|68|104|12|04|247|134626727
201602|68|104|12|05|260|145760067
201602|68|104|12|06|382|204370190
201602|68|104|12|07|312|100503591
201602|68|104|13|01|8077|183520902
201602|68|104|13|02|9897|205759800
201602|68|104|13|03|7886|169277235
201602|68|104|13|04|8273|189869380
201602|68|104|13|05|8979|190021886
201602|68|104|13|06|8717|202839556
201602|68|104|13|07|8451|192342486
201602|68|104|15|01|27911|171142689
201602|68|104|15|02|42383|246365360
201602|68|104|15|03|36046|204872950
201602|68|104|15|04|38345|221578613
201602|68|104|15|05|44061|240779900
201602|68|104|15|06|44477|252444915
201602|68|104|15|07|37179|238745784
201602|68|104|16|01|2845|747394155
201602|68|104|16|02|2797|960949668
201602|68|104|16|03|3274|977728608
201602|68|104|16|04|3262|975538041
201602|68|104|16|05|3167|984577400
201602|68|104|16|06|2969|907806942
201602|68|104|16|07|3905|1298559947
201602|68|104|17|01|630|385847331
201602|68|104|17|02|97|62595989
201602|68|104|17|03|245|136697632
201602|68|104|17|04|249|279841918
201602|68|104|17|05|238|151284903
201602|68|104|17|06|152|105391716
201602|68|104|17|07|721|534519799
201602|68|104|18|01|70|11809477
201602|68|104|18|02|115|18827482
201602|68|104|18|03|132|12577999
201602|68|104|18|04|73|17184369
201602|68|104|18|05|137|32382570
201602|68|104|18|06|121|21501260
201602|68|104|18|07|162|34635541
201602|68|104|19|01|90|32677804
201602|68|104|19|02|173|74751031
201602|68|104|19|03|192|91726912
201602|68|104|19|04|333|130771912
201602|68|104|19|05|292|120259898
201602|68|104|19|06|554|167967446
201602|68|104|19|07|344|123292111
201602|68|104|20|01|23|496758
201602|68|104|20|02|141|2615418
201602|68|104|20|03|110|4108960
201602|68|104|20|04|122|3091821
201602|68|104|20|05|121|3283481
201602|68|104|20|06|93|1711401
201602|68|104|20|07|144|3557708
201602|68|104|21|01|127|7858560
201602|68|104|21|02|1304|36259626
201602|68|104|21|03|953|22797950
201602|68|104|21|04|1088|21227597
201602|68|104|21|05|1151|23145112
201602|68|104|21|06|1174|25089181
201602|68|104|21|07|278|5620293
201602|68|104|22|01|145|31113412
201602|68|104|22|02|577|184204552
201602|68|104|22|03|322|117884756
201602|68|104|22|04|489|116804688
201602|68|104|22|05|450|126010420
201602|68|104|22|06|415|142888970
201602|68|104|22|07|492|144155307
201602|68|104|23|01|368|51965671
201602|68|104|23|02|538|53499385
201602|68|104|23|03|512|59305169
201602|68|104|23|04|512|75058082
201602|68|104|23|05|659|83868893
201602|68|104|23|06|700|84711362
201602|68|104|23|07|633|106584973
201602|68|104|24|01|2880|12968957
201602|68|104|24|02|4172|86094945
201602|68|104|24|03|3320|52983234
201602|68|104|24|04|3710|72206030
201602|68|104|24|05|3823|87768874
201602|68|104|24|06|4049|129210429
201602|68|104|24|07|3600|82899299
201602|68|104|25|02|1602|376873311
201602|68|104|25|03|833|209774364
201602|68|104|25|04|1344|269679695
201602|68|104|25|05|1188|215762942
201602|68|104|25|06|1254|310951755
201602|68|104|25|07|588|519472428
201602|68|104|26|01|106|93593873
201602|68|104|26|02|9532|2431876300
201602|68|104|26|03|7092|1873003646
201602|68|104|26|04|7511|1649567419
201602|68|104|26|05|8650|2276905911
201602|68|104|26|06|10029|2765847820
201602|68|104|26|07|7759|2399789216
201602|68|104|27|01|509|8097362
201602|68|104|27|02|6766|173527412
201602|68|104|27|03|4806|143790239
201602|68|104|27|04|5593|151919123
201602|68|104|27|05|6585|223623158
201602|68|104|27|06|7036|146025805
201602|68|104|27|07|5089|194567339
201602|68|104|28|01|3829|447039881
201602|68|104|28|02|3946|439558002
201602|68|104|28|03|3766|447265156
201602|68|104|28|04|5497|764324923
201602|68|104|28|05|5970|762727504
201602|68|104|28|06|7048|812384688
201602|68|104|28|07|10257|1382652907
201602|68|104|29|01|841|96406937
201602|68|104|29|02|1291|226062914
201602|68|104|29|03|1157|161866002
201602|68|104|29|04|1683|235588382
201602|68|104|29|05|2249|266262861
201602|68|104|29|06|2194|238486890
201602|68|104|29|07|2034|293351618
201602|68|104|30|01|51900|2381520545
201602|68|104|30|02|79529|3360589377
201602|68|104|30|03|69907|3264172345
201602|68|104|30|04|76082|3692681834
201602|68|104|30|05|84176|4055852687
201602|68|104|30|06|87011|4270680137
201602|68|104|30|07|72121|4006917717
201602|68|104|31|01|964|120529348
201602|68|104|31|02|77|88891257
201602|68|104|31|03|224|219819189
201602|68|104|31|04|331|273284192
201602|68|104|31|05|301|346480778
201602|68|104|31|06|491|350824011
201602|68|104|31|07|1068|348038056
201602|68|104|32|01|2748|37825352
201602|68|104|32|02|5196|51117779
201602|68|104|32|03|4138|47725082
201602|68|104|32|04|4736|50799578
201602|68|104|32|05|5189|52756597
201602|68|104|32|06|5465|59529702
201602|68|104|32|07|4477|52847421
201602|68|104|33|01|187|13460823
201602|68|104|33|02|618|17137580
201602|68|104|33|03|495|36050184
201602|68|104|33|04|398|10346777
201602|68|104|33|05|555|25695008
201602|68|104|33|06|512|19149027
201602|68|104|33|07|555|21630524
201602|68|104|34|01|5|546434
201602|68|104|34|02|101|7166651
201602|68|104|34|03|90|7519728
201602|68|104|34|04|109|8584590
201602|68|104|34|05|115|11427705
201602|68|104|34|06|160|10632178
201602|68|104|34|07|87|8058617
201602|68|104|35|01|3591|676950896
